Time;X_Pos;Y_Pos;Z_Pos;Velocity;Wheel angle;Power;Brake;
23.876;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.878;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.881;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.891;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.895;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.897;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.900;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.904;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.906;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.909;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.912;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.914;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.917;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.921;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.928;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.933;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.935;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.937;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.939;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.946;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.950;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.952;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.954;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.956;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.962;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.967;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.969;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.971;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.974;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.979;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.981;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.985;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.988;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.990;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.993;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.996;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
23.998;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.001;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.007;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.009;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.012;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.017;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.019;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.021;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.026;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.029;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.032;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.034;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.037;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.039;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.045;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.049;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.051;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.054;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.056;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.062;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.066;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.068;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.073;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.080;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.082;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.086;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.088;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.090;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.113;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.117;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.119;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.129;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.133;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.143;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.148;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.151;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.153;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.156;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.162;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.166;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.168;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.171;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.173;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.179;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.181;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.185;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.187;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.190;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.193;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.200;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.204;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.206;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.209;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.230;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.236;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.240;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.245;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.247;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.249;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.252;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.254;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.266;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.280;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.282;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.286;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.296;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.298;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.309;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.316;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.319;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.321;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.326;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.328;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.331;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.334;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.336;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.338;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.341;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.345;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.348;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.350;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.353;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.355;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.362;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.365;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.368;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.370;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.373;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.379;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.381;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.387;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.391;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.396;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.398;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.401;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.404;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.407;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.409;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.414;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.416;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.418;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.422;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.426;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.429;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.431;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.433;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.436;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.438;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.446;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.450;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.453;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.455;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.457;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.461;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.465;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.467;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.469;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.472;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.474;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.478;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.480;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.485;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.493;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.495;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.498;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.501;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.506;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.508;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.512;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.514;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.517;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.519;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.522;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.529;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.531;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.536;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.550;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.554;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.556;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.559;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.578;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.582;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.585;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.595;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.597;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.608;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.614;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.617;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.625;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.629;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.640;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.643;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.647;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.650;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.652;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.654;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.658;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.667;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.671;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.674;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.676;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.679;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.682;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.687;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.695;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.698;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.700;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.702;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.706;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.708;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.713;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.715;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.718;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.720;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.722;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.728;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.731;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.733;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.735;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.741;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.745;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.747;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.749;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.752;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.754;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.756;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.762;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.767;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.769;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.772;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.774;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.779;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.781;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.785;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.787;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.789;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.796;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.798;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.800;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.804;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.806;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.809;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.812;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.814;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.816;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.819;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.821;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.825;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.829;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.831;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.834;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.836;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.838;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.840;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.845;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.848;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.851;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.853;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.856;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.859;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.861;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.867;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.870;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.872;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.874;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.879;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.882;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.896;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.899;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.902;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.906;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.908;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.912;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.915;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.917;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.920;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.922;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.929;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.932;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.934;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.937;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.939;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.946;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.950;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.952;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.954;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.957;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.962;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.966;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.969;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.971;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.973;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.979;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.981;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.985;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.989;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.994;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.997;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
24.999;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.001;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.005;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.007;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.012;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.015;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.018;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.020;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.026;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.029;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.033;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.035;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.038;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.040;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.046;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.048;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.051;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.053;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.058;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.062;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.066;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.068;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.070;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.073;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.078;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.080;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.084;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.086;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.088;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.091;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.094;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.097;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.099;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.101;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.105;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.107;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.111;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.114;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.116;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.118;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.120;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.124;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.129;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.131;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.134;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.137;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.141;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.148;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.150;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.152;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.154;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.157;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.179;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.183;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.187;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.195;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.198;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.210;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.214;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.217;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.219;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.221;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.226;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.228;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.230;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.233;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.235;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.237;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.239;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.245;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.248;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.251;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.253;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.257;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.259;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.262;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.266;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.268;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.270;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.272;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.296;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.301;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.305;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.307;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.310;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.314;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.316;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.319;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.321;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.325;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.329;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.331;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.334;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.341;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.345;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.348;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.350;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.353;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.355;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.362;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.366;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.368;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.371;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.373;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.379;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.382;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.385;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.388;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.390;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.393;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.396;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.398;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.401;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.405;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.407;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
25.410;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
