Time;X_Pos;Y_Pos;Z_Pos;Velocity;Wheel angle;Power;Brake;
7.393;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.394;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.395;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.396;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.397;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.398;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.399;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.400;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.402;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.409;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.410;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.412;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.413;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.414;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.415;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.416;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.417;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.418;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.426;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.428;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.430;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.431;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.432;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.433;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.443;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.444;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.445;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.446;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.448;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.449;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.450;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.451;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.459;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.460;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.462;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.463;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.464;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.465;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.466;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.467;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.468;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.476;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.477;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.478;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.479;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.481;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.482;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.483;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.484;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.485;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.494;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.495;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.497;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.499;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.501;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.503;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.509;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.511;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.512;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.513;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.514;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.515;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.516;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.517;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.526;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.528;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.529;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.530;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.531;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.532;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.533;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.534;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.543;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.544;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.546;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.547;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.548;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.549;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.550;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.551;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.552;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.559;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.560;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.562;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.563;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.564;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.565;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.566;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.567;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.577;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.578;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.579;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.581;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.582;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.583;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.584;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.585;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.593;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.594;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.595;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.596;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.597;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.598;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.599;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.600;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.602;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.609;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.610;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.611;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.612;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.613;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.614;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.616;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.617;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.618;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.619;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.626;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.628;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.629;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.630;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.631;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.632;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.633;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.634;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.643;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.644;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.646;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.647;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.648;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.649;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.650;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.651;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.660;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.662;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.663;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.664;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.665;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.666;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.667;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.668;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.676;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.678;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.679;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.680;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.682;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.683;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.684;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.686;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.694;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.695;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.697;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.699;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.701;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.703;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.710;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.711;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.712;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.713;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.714;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.715;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.716;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.717;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.718;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.726;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.728;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.729;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.730;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.731;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.732;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.733;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.734;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.735;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.743;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.744;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.745;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.746;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.747;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.749;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.750;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.750;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.751;0.000;3.208;-0.002;0.00;0.000;0.000;0.000;
7.769;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.770;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.772;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.773;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.774;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.776;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.777;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.778;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.779;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.780;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.781;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.782;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.784;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.785;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.785;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.793;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.794;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.795;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.796;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.797;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.798;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.799;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.800;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.801;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.810;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.811;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.812;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.813;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.818;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.819;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.820;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.821;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.826;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.828;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.829;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.830;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.831;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.833;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.834;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.835;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.843;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.845;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.847;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.848;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.849;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.850;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.851;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.851;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.860;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.861;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.862;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.863;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.864;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.865;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.866;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.867;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.868;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.876;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.877;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.878;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.879;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.880;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.882;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.883;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.884;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.885;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.893;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.894;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.895;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.896;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.897;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.899;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.900;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.901;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.911;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.912;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.914;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.916;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.917;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.919;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.926;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.928;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.929;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.930;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.932;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.933;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.934;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.935;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.943;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.944;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.945;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.946;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.948;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.949;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.950;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.960;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.961;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.962;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.963;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.965;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.966;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.967;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.968;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.976;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.977;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.978;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.979;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.980;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.982;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.983;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.984;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.985;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.993;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.994;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.995;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.996;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.998;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.999;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
7.999;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.000;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.010;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.011;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.012;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.013;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.014;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.015;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.016;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.017;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.026;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.028;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.029;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.030;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.031;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.032;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.033;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.034;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.035;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.043;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.044;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.046;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.047;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.048;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.049;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.050;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.051;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.059;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.061;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.063;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.064;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.065;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.066;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.067;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.068;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.076;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.077;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.078;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.080;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.081;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.082;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.083;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.084;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.085;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.094;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.095;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.097;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.099;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.101;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.103;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.109;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.111;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.112;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.113;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.114;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.115;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.116;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.117;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.126;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.128;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.129;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.130;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.131;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.133;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.134;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.135;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.142;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.144;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.145;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.146;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.147;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.148;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.149;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.150;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.151;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.160;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.161;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.163;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.164;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.165;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.166;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.167;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.176;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.177;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.178;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.180;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.181;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.182;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.183;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.184;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.185;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.193;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.194;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.195;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.196;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.197;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.198;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.199;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.200;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.210;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.216;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.217;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.218;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.219;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.226;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.228;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.229;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.230;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.231;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.232;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
8.233;4.208;3.208;-0.002;0.00;0.000;0.000;0.000;
